8,1,"zip","zot"
9,1,"zip","zot"
10,1,"zip","zot"
11,1,"zip","zot"
12,1,"zip","zot"
13,1,"zip","zot"
14,1,"zip","zot"
15,1,"zip","zot"
16,1,"zip","zot"
17,1,"zip","zot"
18,1,"zip","zot"
19,1,"zip","zot"
20,1,"zip","zot"
21,1,"zip","zot"
22,1,"zip","zot"
23,1,"zip","zot"
24,1,"zip","zot"
25,1,"zip","zot"
26,1,"zip","zot"
27,1,"zip","zot"
28,1,"zip","zot"
29,1,"zip","zot"
30,1,"zip","zot"
31,1,"zip","zot"
32,1,"zip","zot"
33,1,"zip","zot"
34,1,"zip","zot"
35,1,"zip","zot"
36,1,"zip","zot"
37,1,"zip","zot"
38,1,"zip","zot"
39,1,"zip","zot"
40,1,"zip","zot"
41,1,"zip","zot"
42,1,"zip","zot"
43,1,"zip","zot"
44,1,"zip","zot"
45,1,"zip","zot"
46,1,"zip","zot"
47,1,"zip","zot"
48,1,"zip","zot"
49,1,"zip","zot"
50,1,"zip","zot"
51,1,"zip","zot"
52,1,"zip","zot"
53,1,"zip","zot"
54,1,"zip","zot"
55,1,"zip","zot"
56,1,"zip","zot"
57,1,"zip","zot"
58,1,"zip","zot"
59,1,"zip","zot"
60,1,"zip","zot"
61,1,"zip","zot"
62,1,"zip","zot"
63,1,"zip","zot"
64,1,"zip","zot"
65,1,"zip","zot"
66,1,"zip","zot"
67,1,"zip","zot"
68,1,"zip","zot"
69,1,"zip","zot"
70,1,"zip","zot"
71,1,"zip","zot"
72,1,"zip","zot"
73,1,"zip","zot"
74,1,"zip","zot"
75,1,"zip","zot"
76,1,"zip","zot"
77,1,"zip","zot"
78,1,"zip","zot"
79,1,"zip","zot"
80,1,"zip","zot"
81,1,"zip","zot"
82,1,"zip","zot"
83,1,"zip","zot"
84,1,"zip","zot"
85,1,"zip","zot"
86,1,"zip","zot"
87,1,"zip","zot"
88,1,"zip","zot"
89,1,"zip","zot"
90,1,"zip","zot"
91,1,"zip","zot"
92,1,"zip","zot"
93,1,"zip","zot"
94,1,"zip","zot"
95,1,"zip","zot"
96,1,"zip","zot"
97,1,"zip","zot"
98,1,"zip","zot"
99,1,"zip","zot"
100,1,"zip","zot"
