61,11,1,1,1,1
62,11,1,1,1,1
63,11,1,1,1,1
64,11,1,1,1,1
65,11,1,1,1,1
66,11,1,1,1,1
67,11,1,1,1,1
68,11,1,1,1,1
69,11,1,1,1,1
70,11,1,1,1,1
71,11,1,1,1,1
72,11,1,1,1,1
73,11,1,1,1,1
74,11,1,1,1,1
75,11,1,1,1,1
76,11,1,1,1,1
77,11,1,1,1,1
78,11,1,1,1,1
79,9,1,1,1,1
80,9,1,1,1,1
81,9,1,1,1,1
82,9,1,1,1,1
83,9,1,1,1,1
84,9,1,1,1,1
85,9,1,1,1,1
86,9,1,1,1,1
87,17,1,1,1,1
88,17,1,1,1,1
89,9,1,1,1,1
90,9,1,1,1,1
91,9,1,1,1,1
92,9,1,1,1,1
93,9,1,1,1,1
94,11,1,1,1,1
95,11,1,1,1,1
96,11,1,1,1,1
97,11,1,1,1,1
98,11,1,1,1,1
99,24,1,1,1,1
100,24,1,1,1,1
101,24,1,1,1,1
102,24,1,1,1,1
103,11,1,1,1,1
104,11,1,1,1,1
105,11,1,1,1,1
106,24,1,1,1,1
107,24,1,1,1,1
108,24,1,1,1,1
109,24,1,1,1,1
110,24,1,1,1,1
111,24,1,1,1,1
112,24,1,1,1,1
113,24,1,1,1,1
114,24,1,1,1,1
115,11,1,1,1,1
116,24,1,1,1,1
117,24,1,1,1,1
118,24,1,1,1,1
119,24,1,1,1,1
120,24,1,1,1,1
121,24,1,1,1,1
122,24,1,1,1,1
123,24,1,1,1,1
124,24,1,1,1,1
125,24,1,1,1,1
126,24,1,1,1,1
127,24,1,1,1,1
128,24,1,1,1,1
129,24,1,1,1,1
130,24,1,1,1,1
131,24,1,1,1,1
132,24,1,1,1,1
133,24,1,1,1,1
134,24,1,1,1,1
135,24,1,1,1,1
136,24,1,1,1,1
137,24,1,1,1,1
138,24,1,1,1,1
139,24,1,1,1,1
140,24,1,1,1,1
141,24,1,1,1,1
142,24,1,1,1,1
143,24,1,1,1,1
144,24,1,1,1,1
145,24,1,1,1,1
146,24,1,1,1,1
147,24,1,1,1,1
148,24,1,1,1,1
149,24,1,1,1,1
150,24,1,1,1,1
151,24,1,1,1,1
152,24,1,1,1,1
153,5,1,1,1,1
154,5,1,1,1,1
155,5,1,1,1,1
156,5,1,1,1,1
157,5,1,1,1,1
158,5,1,1,1,1
159,5,1,1,1,1
160,5,1,1,1,1
161,5,1,1,1,1
162,5,1,1,1,1
163,5,1,1,1,1
164,5,1,1,1,1
165,5,1,1,1,1
166,5,1,1,1,1
167,5,1,1,1,1
168,5,1,1,1,1
169,5,1,1,1,1
170,5,1,1,1,1
171,5,1,1,1,1
172,5,1,1,1,1
173,5,1,1,1,1
174,5,1,1,1,1
175,5,1,1,1,1
176,5,1,1,1,1
177,5,1,1,1,1
178,5,1,1,1,1
179,5,1,1,1,1
180,5,1,1,1,1
181,5,1,1,1,1
182,5,1,1,1,1
183,5,1,1,1,1
184,5,1,1,1,1
185,5,1,1,1,1
186,5,1,1,1,1
187,5,1,1,1,1
