5,1
5,2
5,3
5,4
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,17
5,18
5,19
5,20
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,37
5,38
5,39
5,40
5,41
5,42
5,43
5,44
5,45
5,47
5,48
5,49
5,96
5,97
5,98
5,99
5,100
5,101
5,102
5,103
5,104
5,105
5,106
5,107
5,108
5,109
5,110
5,111
5,112
5,113
5,114
5,115
5,116
5,117
5,118
5,120
5,122
5,124
5,125
5,126
5,127
5,128
5,129
5,130
5,131
5,132
5,133
5,134
5,135
5,136
5,137
5,138
5,139
5,140
5,141
5,142
7,16
9,53
9,54
9,56
9,58
9,59
9,60
9,61
9,62
9,64
11,21
11,22
11,23
11,46
11,50
11,51
11,52
11,65
11,66
11,69
11,70
11,71
11,76
11,77
12,24
12,25
12,26
12,27
13,28
17,55
17,57
17,63
24,67
24,68
24,72
24,73
24,74
24,75
24,78
24,79
24,80
24,81
24,82
24,83
24,84
24,85
24,86
24,87
24,88
24,89
24,90
24,91
24,92
24,93
24,94
24,95
